,first_name,last_name,gender,past_3_years_bike_related_purchases,DOB,job_title,job_industry_category,wealth_segment,deceased_indicator,owns_car,tenure,address,postcode,state,property_valuation,Rank,Value,age
508,Isadora,Ducker,Female,15,1973-08-25,Account Executive,Health,Affluent Customer,N,Yes,8,2972 Holy Cross Crossing,3153,VIC,5,386,0.945625,50.0
509,Beverlee,Ungerechts,Female,49,1973-10-03,Civil Engineer,Manufacturing,Mass Customer,N,No,8,602 Toban Center,4020,QLD,7,617,0.754375,50.0
510,Marissa,O'Scandall,Female,17,1973-07-13,Unknown,Unknown,Affluent Customer,N,Yes,7,45000 Randy Court,3199,VIC,7,626,0.74375,50.0
511,Antonietta,Egle,Female,82,1973-09-25,Actuary,Financial Services,Mass Customer,N,No,7,590 Hagan Parkway,3805,VIC,7,259,1.0625,50.0
512,Yuma,Dennick,Male,40,1972-11-10,Accountant II,Manufacturing,Mass Customer,N,Yes,6,89244 Macpherson Trail,2528,NSW,8,778,0.625,50.0
513,Brigitte,Whellams,Female,67,1973-05-09,Payment Adjustment Coordinator,Retail,Mass Customer,N,Yes,17,77785 Veith Lane,2766,NSW,8,188,1.15625,50.0
514,Cordi,Thornton,Female,47,1973-01-04,Structural Engineer,Telecommunications,Mass Customer,N,No,11,2978 Mccormick Center,2028,NSW,10,575,0.796875,50.0
515,Lezlie,Clemits,Female,2,1973-05-30,Senior Cost Accountant,Financial Services,Mass Customer,N,Yes,15,0504 Nevada Drive,2155,NSW,10,924,0.48875,50.0
516,Marinna,Kauschke,Female,21,1973-03-15,Sales Associate,Financial Services,Affluent Customer,N,Yes,8,9 Forster Circle,3174,VIC,3,595,0.775625,50.0
517,Ivy,Farr,Female,56,1973-07-03,Office Assistant IV,IT,High Net Worth,N,No,19,08470 Kingsford Lane,2120,NSW,11,530,0.82875,50.0
518,Caitrin,Critten,Female,45,1973-01-29,Director of Sales,Manufacturing,Mass Customer,N,Yes,10,25 Lakeland Point,4113,QLD,7,603,0.7703125,50.0
519,Inglebert,Aspinal,Male,4,1973-10-13,Financial Analyst,Financial Services,Mass Customer,N,No,11,612 Annamark Center,2176,NSW,8,507,0.85,50.0
520,Olia,O' Mullan,Female,77,1973-03-24,Account Executive,Health,Mass Customer,N,No,8,6315 Mendota Parkway,2263,NSW,7,904,0.5,50.0
521,Brigg,Himsworth,Male,63,1973-10-10,Environmental Tech,Telecommunications,Mass Customer,N,Yes,9,771 Union Crossing,4570,QLD,6,882,0.5355,50.0
522,Denny,Spleving,Female,84,1973-05-13,Business Systems Development Analyst,Manufacturing,Affluent Customer,N,Yes,5,85420 Myrtle Road,2114,NSW,8,904,0.5,50.0
523,Suzy,Bussens,Female,44,1973-04-29,Accountant III,Financial Services,Mass Customer,N,No,13,25 Oneill Alley,4102,QLD,9,700,0.6875,50.0
524,Maris,Leete,Female,21,1973-04-14,Engineer IV,Retail,Mass Customer,N,No,7,06 Main Alley,4300,QLD,4,845,0.563125,50.0
525,Harvey,Dwelley,Male,70,1973-08-30,Help Desk Technician,Financial Services,Affluent Customer,N,No,18,59846 2nd Pass,2077,NSW,9,691,0.690625,50.0
526,Ellie,Toope,Female,29,1973-08-11,Staff Accountant III,Property,High Net Worth,N,Yes,4,8734 Fulton Hill,2156,NSW,11,832,0.575,50.0
527,Carry,Costi,Female,32,1972-11-26,Senior Developer,Property,Mass Customer,N,No,11,5316 Farwell Hill,2800,NSW,4,329,1.0,50.0
528,Elvira,Kurten,Female,65,1973-03-18,Assistant Professor,Financial Services,High Net Worth,N,No,12,65 Ridge Oak Court,2471,NSW,3,166,1.175,50.0
529,Becky,Lassen,Female,11,1973-05-11,Sales Associate,Financial Services,Mass Customer,N,Yes,7,41153 Pond Park,2251,NSW,8,820,0.584375,50.0
530,Carl,Troyes,Male,4,1973-03-12,Associate Professor,Property,Mass Customer,N,No,7,1217 Melody Alley,3109,VIC,10,791,0.612,50.0
531,Nancie,Vian,Female,74,1972-12-27,Human Resources Assistant II,Retail,Mass Customer,N,Yes,10,85 Carioca Point,4814,QLD,5,8,1.65625,50.0
532,Claudetta,Ricciardiello,Female,61,1974-04-30,Internal Auditor,Financial Services,Mass Customer,N,Yes,21,31 Schurz Parkway,3181,VIC,8,939,0.4675,49.0
533,Katheryn,Kinner,Female,15,1973-11-28,Analyst Programmer,Entertainment,High Net Worth,N,No,6,1665 Kenwood Center,2518,NSW,6,78,1.3375,49.0
534,Harland,Messenger,Male,90,1974-05-28,Software Test Engineer I,Retail,Mass Customer,N,No,8,27 Crownhardt Center,3934,VIC,10,944,0.46,49.0
535,Jillane,Simion,Female,8,1974-07-03,VP Marketing,Manufacturing,High Net Worth,N,No,7,7 Caliangt Street,4209,QLD,3,700,0.6875,49.0
536,Brynna,Tivers,Female,81,1974-08-09,Recruiting Manager,Financial Services,Mass Customer,N,No,6,0 Mayfield Parkway,4272,QLD,7,304,1.025,49.0
537,Randall,Mason,Male,95,1974-07-28,Product Engineer,Health,Mass Customer,N,Yes,12,83497 Memorial Plaza,2570,NSW,11,870,0.544,49.0
538,Sada,Branton,Female,34,1974-06-24,Nuclear Power Engineer,Manufacturing,Affluent Customer,N,No,14,9736 Mitchell Pass,3199,VIC,6,378,0.95625,49.0
539,Leighton,Firbanks,Male,51,1973-12-22,Teacher,Retail,Affluent Customer,N,No,21,7234 Sycamore Pass,4178,QLD,3,760,0.6375,49.0
540,Rodolph,Denniss,Male,28,1974-08-07,Geologist III,Property,Affluent Customer,N,Yes,7,91281 Transport Center,3356,VIC,2,436,0.903125,49.0
541,Farra,Matyushkin,Female,18,1974-01-24,VP Quality Control,Manufacturing,High Net Worth,N,Yes,9,52761 Portage Crossing,3170,VIC,9,241,1.0875,49.0
542,Sinclair,Wark,Male,68,1974-02-21,Financial Analyst,Financial Services,Mass Customer,N,Yes,11,44 Thompson Center,2134,NSW,9,741,0.65875,49.0
543,Babara,Sissel,Female,50,1974-06-08,Accountant III,IT,Mass Customer,N,Yes,21,5 Ohio Road,3169,VIC,10,871,0.541875,49.0
544,Lillis,Eshmade,Female,50,1974-10-12,Structural Analysis Engineer,Financial Services,Mass Customer,N,Yes,22,46057 Harbort Hill,4304,QLD,2,668,0.7055,49.0
545,Rodolphe,Glenton,Male,88,1974-09-28,Programmer Analyst II,Financial Services,Affluent Customer,N,No,11,4787 Golf Terrace,3163,VIC,7,871,0.541875,49.0
546,Glenda,Eliet,Female,87,1974-06-17,Quality Control Specialist,Manufacturing,Mass Customer,N,No,12,1 Fordem Way,3844,VIC,7,755,0.64,49.0
547,Skipp,Swales,Male,15,1973-11-14,Community Outreach Specialist,Entertainment,High Net Worth,N,Yes,22,76 Green Ridge Drive,3029,VIC,7,436,0.903125,49.0
548,Rowan,Summerly,Male,4,1974-07-05,Librarian,Entertainment,Mass Customer,N,No,9,58231 Tomscot Plaza,2209,NSW,10,372,0.966875,49.0
549,Eachelle,Noirel,Female,93,1974-01-26,Registered Nurse,Health,Affluent Customer,N,Yes,11,80 Schiller Center,2292,NSW,6,791,0.612,49.0
550,Hasheem,Groucock,Male,98,1974-09-17,Budget/Accounting Analyst IV,Manufacturing,High Net Worth,N,Yes,10,12351 Spenser Pass,2034,NSW,12,72,1.35,49.0
551,Fredia,Favelle,Female,94,1974-08-29,Teacher,Property,Mass Customer,N,Yes,19,4 Arapahoe Terrace,4014,QLD,8,507,0.85,49.0
552,Cariotta,Unknown,Female,10,1974-08-19,Assistant Media Planner,Entertainment,Affluent Customer,N,Yes,17,2336 Continental Point,2527,NSW,7,502,0.8585,49.0
553,Rosene,Beckey,Female,25,1974-05-21,Account Executive,Health,Mass Customer,N,Yes,14,02463 Portage Center,2107,NSW,11,801,0.59765625,49.0
554,Ardelis,Forrester,Female,10,1974-08-28,Senior Cost Accountant,Financial Services,Affluent Customer,N,No,10,5 Colorado Crossing,3505,VIC,5,1,1.71875,49.0
555,Harlin,Mazin,Male,34,1974-03-25,Computer Systems Analyst I,Manufacturing,Mass Customer,N,Yes,13,735 Westridge Road,2454,NSW,7,181,1.158125,49.0
556,Ferdy,Hornung,Male,57,1974-05-14,Analog Circuit Design manager,Entertainment,High Net Worth,N,No,18,0686 Hallows Trail,4506,QLD,3,250,1.075,49.0
557,Bryan,Jachtym,Male,59,1974-05-15,Automation Specialist I,Manufacturing,Mass Customer,N,Yes,15,56 Moland Crossing,3356,VIC,3,988,0.3995,49.0
558,Renie,Laundon,Female,32,1973-12-18,Assistant Media Planner,Entertainment,Mass Customer,N,Yes,8,1 Shelley Pass,4118,QLD,3,993,0.391,49.0
559,Link,Gorini,Male,60,1974-11-09,Accountant III,IT,High Net Worth,N,No,10,9495 Jenna Way,4600,QLD,2,375,0.96,48.0
560,Elvira,Darthe,Female,10,1975-04-08,Accounting Assistant I,Financial Services,Affluent Customer,N,No,16,89 Green Ridge Point,2168,NSW,9,536,0.825,48.0
561,Arleen,Casbolt,Female,48,1975-05-10,Senior Quality Engineer,Financial Services,Affluent Customer,N,Yes,13,41042 Lotheville Crossing,4817,QLD,1,36,1.44765625,48.0
562,Jammie,Seldner,Female,42,1975-02-25,Human Resources Manager,Health,Mass Customer,N,Yes,15,8 Saint Paul Junction,2066,NSW,10,963,0.44,48.0
563,Martino,Scoles,Male,18,1975-01-19,Senior Financial Analyst,Financial Services,Mass Customer,N,No,14,47 Scofield Junction,3620,VIC,4,930,0.478125,48.0
564,Ricki,Dobrowski,Male,13,1975-03-10,Civil Engineer,Manufacturing,Mass Customer,N,Yes,9,8 Eggendart Pass,2835,NSW,1,127,1.25,48.0
565,Kissiah,Foat,Female,30,1975-09-11,Graphic Designer,Manufacturing,Mass Customer,N,Yes,19,1690 Forster Place,2281,NSW,9,504,0.85,48.0
566,Mikol,Eck,Male,99,1975-07-25,VP Marketing,Financial Services,Mass Customer,N,Yes,21,15621 Twin Pines Crossing,4130,QLD,9,748,0.65078125,48.0
567,Ethelred,Sissel,Male,83,1974-12-25,Programmer Analyst IV,Health,High Net Worth,N,No,18,65 Rutledge Parkway,2539,NSW,8,587,0.78625,48.0
568,Leisha,McConway,Female,3,1975-10-31,Payment Adjustment Coordinator,Financial Services,Mass Customer,N,Yes,13,95 Del Mar Court,3175,VIC,8,632,0.74,48.0
569,Ian,Rabat,Male,54,1975-08-04,Web Designer I,Financial Services,Affluent Customer,N,No,11,3 Loeprich Point,3204,VIC,11,372,0.966875,48.0
570,Aleece,Feige,Female,49,1975-09-16,Accountant II,Manufacturing,Mass Customer,N,No,18,2030 Anderson Lane,2141,NSW,10,904,0.5,48.0
571,Peria,Rantoull,Female,3,1975-03-13,Financial Analyst,Financial Services,Mass Customer,N,No,4,8350 Moulton Terrace,4500,QLD,4,120,1.2625,48.0
572,Keriann,Newham,Female,71,1975-03-26,Assistant Manager,Financial Services,Mass Customer,N,No,5,0193 Northland Street,4179,QLD,9,177,1.1625,48.0
573,Deana,Canton,Female,67,1974-11-25,Analog Circuit Design manager,Property,Mass Customer,N,Yes,14,92 Ludington Street,4301,QLD,3,455,0.8925,48.0
574,Alexina,Mabley,Female,72,1975-10-12,Web Designer IV,Manufacturing,Mass Customer,N,Yes,10,9 Rieder Junction,2573,NSW,9,486,0.875,48.0
575,Gardie,Crellim,Male,58,1975-09-12,Biostatistician IV,Manufacturing,High Net Worth,N,No,8,564 Forest Dale Avenue,3161,VIC,12,84,1.328125,48.0
576,Micheil,Fleote,Male,48,1975-09-20,Civil Engineer,Manufacturing,High Net Worth,N,No,16,174 Lotheville Crossing,2093,NSW,9,739,0.66,48.0
577,Sonia,Dunstall,Female,0,1975-07-30,Accountant III,Financial Services,Mass Customer,N,No,10,99 Park Meadow Hill,2570,NSW,9,960,0.442,48.0
578,Jobie,Runacres,Female,96,1975-01-08,Developer IV,Entertainment,Mass Customer,N,Yes,18,24960 Shopko Crossing,2528,NSW,7,427,0.9125,48.0
579,Dorian,Rustman,Male,78,1974-12-09,Junior Executive,Manufacturing,Mass Customer,N,No,18,6156 Summit Center,4352,QLD,7,181,1.158125,48.0
580,Bevvy,Openshaw,Female,68,1975-06-15,Staff Scientist,Financial Services,Affluent Customer,N,Yes,10,902 Westend Lane,2318,NSW,3,486,0.875,48.0
581,Miran,Runchman,Female,47,1975-07-09,Nurse,Retail,Mass Customer,N,No,17,6634 Old Gate Parkway,4304,QLD,3,708,0.68,48.0
582,Kylynn,Drowsfield,Female,80,1975-03-28,Editor,Financial Services,High Net Worth,N,Yes,7,5 Trailsway Avenue,3059,VIC,9,338,0.99609375,48.0
583,Mandie,MacAdie,Female,39,1974-12-25,Chief Design Engineer,Telecommunications,High Net Worth,N,No,13,1009 Roxbury Point,2110,NSW,11,700,0.6875,48.0
584,Sunny,Christescu,Female,90,1975-03-12,Cost Accountant,Financial Services,Mass Customer,N,No,11,6668 Blue Bill Park Plaza,2209,NSW,10,250,1.075,48.0
585,Kipper,Circuit,Male,23,1974-12-12,Research Assistant IV,Argiculture,Mass Customer,N,Yes,4,3867 Barby Hill,2140,NSW,8,430,0.9095,48.0
586,Roldan,Raybould,Male,27,1975-11-18,Actuary,Financial Services,Mass Customer,N,No,11,85 Badeau Pass,3158,VIC,8,700,0.6875,47.0
587,Raye,Roo,Female,64,1976-03-07,Database Administrator I,Financial Services,Mass Customer,N,Yes,16,1199 Express Plaza,3046,VIC,9,278,1.05,47.0
588,Cecil,Gant,Male,52,1976-07-16,Unknown,Unknown,High Net Worth,N,Yes,9,22435 Barnett Court,2145,NSW,8,668,0.7055,47.0
589,Damian,Renard,Male,43,1976-07-19,Software Consultant,Retail,Affluent Customer,N,No,8,28 Prentice Trail,2155,NSW,10,744,0.65625,47.0
590,Egon,Ortells,Male,35,1976-06-11,Structural Engineer,Manufacturing,Affluent Customer,N,No,13,3 Sundown Hill,2168,NSW,9,274,1.051875,47.0
591,Heloise,Fairpool,Female,17,1976-09-07,Information Systems Manager,Manufacturing,High Net Worth,N,No,17,005 Loeprich Way,4680,QLD,3,455,0.8925,47.0
592,Rutledge,Hallt,Male,23,1976-10-06,Compensation Analyst,Financial Services,Mass Customer,N,No,8,7 Nevada Crossing,2620,NSW,7,6,1.671875,47.0
593,Lincoln,Boler,Male,53,1976-01-24,Chief Design Engineer,Health,Affluent Customer,N,No,14,5 Summer Ridge Court,3207,VIC,8,338,0.99609375,47.0
594,Bastien,Ibbeson,Male,53,1976-11-04,Software Consultant,IT,Mass Customer,N,No,12,43094 Kedzie Pass,2487,NSW,5,401,0.935,47.0
595,Tessa,Friese,Female,89,1976-10-24,Health Coach II,Financial Services,Mass Customer,N,No,21,98158 Alpine Point,4212,QLD,9,157,1.1953125,47.0
596,Robert,Corkill,Male,55,1976-03-12,Clinical Specialist,Health,Mass Customer,N,No,4,5612 Toban Point,2227,NSW,10,166,1.175,47.0
597,Adriane,Richardson,Female,81,1976-03-10,Data Coordiator,Manufacturing,High Net Worth,N,No,9,4 Randy Street,3070,VIC,8,513,0.8415,47.0
598,Giana,Staresmeare,Female,96,1976-04-20,Account Representative IV,Retail,Affluent Customer,N,Yes,9,8737 Scoville Center,2770,NSW,7,289,1.0375,47.0
599,Benoit,Harniman,Male,31,1976-08-27,Research Assistant II,Telecommunications,Affluent Customer,N,No,9,1582 Bashford Drive,4018,QLD,7,206,1.1375,47.0
600,Madella,Marquiss,Female,51,1976-10-08,VP Marketing,Manufacturing,Affluent Customer,N,No,18,0 Larry Park,3175,VIC,8,644,0.73046875,47.0
601,Israel,Brough,Male,29,1976-10-29,Unknown,Unknown,Mass Customer,N,Yes,8,43863 Victoria Lane,2281,NSW,7,651,0.7225,47.0
602,Clevey,Aisthorpe,Male,27,1976-09-20,Software Consultant,Retail,Mass Customer,N,Yes,8,0 Veith Way,2009,NSW,9,502,0.8585,47.0
603,Reiko,Degenhardt,Female,83,1976-01-16,Financial Analyst,Financial Services,High Net Worth,N,Yes,5,50897 Northfield Road,4280,QLD,6,552,0.816,47.0
604,Theresa,Cowper,Female,99,1976-08-24,Accountant III,Manufacturing,Mass Customer,N,No,3,88 Mifflin Pass,2529,NSW,10,271,1.06,47.0
605,Paxon,Roomes,Male,78,1976-11-06,Information Systems Manager,Telecommunications,High Net Worth,N,Yes,7,3 Express Lane,3021,VIC,7,320,1.015625,47.0
606,Marilin,Frome,Female,58,1975-12-22,Account Executive,IT,Mass Customer,N,Yes,17,52 Bobwhite Court,2219,NSW,9,430,0.9095,47.0
607,Kizzee,Agget,Female,98,1976-07-25,Statistician II,Manufacturing,Affluent Customer,N,No,8,122 Marcy Park,2213,NSW,10,930,0.478125,47.0
608,Winnifred,Beswetherick,Female,83,1976-06-08,Actuary,Financial Services,Mass Customer,N,No,14,61 4th Street,3040,VIC,10,17,1.546875,47.0
609,Welby,Lourenco,Male,6,1975-12-27,Senior Cost Accountant,Financial Services,High Net Worth,N,Yes,17,801 Atwood Alley,2138,NSW,9,144,1.234375,47.0
610,Shepherd,Dutchburn,Male,33,1976-08-12,Senior Sales Associate,Financial Services,High Net Worth,N,Yes,9,8970 Anhalt Junction,2160,NSW,9,575,0.796875,47.0
611,Laurel,Devennie,Female,78,1976-09-25,VP Product Management,Manufacturing,Affluent Customer,N,No,13,069 Hoard Pass,4352,QLD,5,536,0.825,47.0
612,Maisie,Maddox,Female,27,1977-05-09,Assistant Manager,Financial Services,Affluent Customer,N,No,20,8 Dennis Point,3226,VIC,9,32,1.453125,46.0
613,Park,Unknown,Male,39,1977-11-08,Nurse Practicioner,IT,Affluent Customer,N,No,14,07 Boyd Drive,4350,QLD,7,495,0.86328125,46.0
614,Morganica,Bentke,Female,40,1977-01-03,Marketing Assistant,IT,Affluent Customer,N,Yes,21,19453 Ramsey Point,3067,VIC,11,724,0.67,46.0
615,Liane,Abelevitz,Female,26,1976-11-25,Operator,IT,Mass Customer,N,No,3,85340 Hovde Way,3153,VIC,7,951,0.4505,46.0
616,Matias,Melloi,Male,61,1977-02-03,Legal Assistant,Retail,Affluent Customer,N,No,11,1507 Schlimgen Trail,2155,NSW,10,444,0.9,46.0
617,Arman,Yakubov,Male,68,1977-10-07,VP Quality Control,Property,High Net Worth,N,Yes,17,11121 Jackson Crossing,2323,NSW,4,691,0.690625,46.0
618,Nicol,Swinford,Male,65,1976-12-07,VP Marketing,Property,High Net Worth,N,No,16,976 Roxbury Alley,4157,QLD,7,609,0.7625,46.0
619,Opal,Cleare,Female,6,1977-09-26,Database Administrator II,Property,Affluent Customer,N,Yes,20,247 Blue Bill Park Parkway,2066,NSW,9,429,0.91,46.0
620,Andromache,Bonafacino,Female,84,1977-09-01,Analyst Programmer,Retail,Mass Customer,N,No,11,74 Carpenter Street,2015,NSW,9,89,1.3125,46.0
621,Artemis,Swanson,Male,77,1977-02-12,Web Designer II,Argiculture,Mass Customer,N,Yes,13,5 Melvin Park,3810,VIC,5,979,0.4165,46.0
622,Katy,Crooke,Female,0,1977-06-30,Food Chemist,Health,Mass Customer,N,No,13,67081 Burrows Center,2111,NSW,12,546,0.8234375,46.0
623,Katleen,Arnoult,Female,6,1976-11-24,VP Product Management,Manufacturing,Mass Customer,N,Yes,13,540 Farragut Avenue,2066,NSW,9,507,0.85,46.0
624,Parnell,Lamprey,Male,23,1977-04-08,Engineer III,Financial Services,High Net Worth,N,No,12,7353 Mallard Junction,2165,NSW,6,322,1.0125,46.0
625,Dolley,Starmont,Female,53,1977-11-08,Geologist IV,Manufacturing,Affluent Customer,N,No,18,4252 Dovetail Pass,4129,QLD,6,114,1.275,46.0
626,Carita,Sand,Female,25,1977-03-20,Quality Engineer,Retail,Mass Customer,N,No,16,846 Loftsgordon Crossing,2154,NSW,11,464,0.890625,46.0
627,Nicol,Bertot,Female,25,1977-09-11,Financial Advisor,Financial Services,Affluent Customer,N,Yes,18,7 Elgar Hill,3060,VIC,5,658,0.7125,46.0
628,Gale,Disbrow,Female,59,1977-05-14,Cost Accountant,Financial Services,Mass Customer,N,Yes,17,169 Bashford Drive,3741,VIC,7,46,1.4078125,46.0
629,Manny,Mandy,Male,36,1977-01-28,Account Representative III,Argiculture,Mass Customer,N,No,16,6 Union Center,4280,QLD,7,820,0.584375,46.0
630,Leese,Huckleby,Female,67,1977-09-10,Help Desk Operator,Manufacturing,High Net Worth,N,Yes,16,73 Riverside Trail,3777,VIC,7,405,0.93,46.0
631,Melba,Spellacy,Female,38,1976-12-09,VP Marketing,Health,Mass Customer,N,No,4,0591 Anzinger Circle,2232,NSW,10,14,1.59375,46.0
632,Andrew,Froment,Male,58,1977-07-19,Office Assistant IV,Retail,High Net Worth,N,No,7,78 Bluestem Road,3860,VIC,2,684,0.7,46.0
633,Candy,Unknown,Female,23,1977-12-08,Accountant III,Financial Services,Mass Customer,N,No,6,59252 Maryland Drive,3500,VIC,3,951,0.4505,45.0
634,Zechariah,McReidy,Male,32,1978-07-22,Technical Writer,Manufacturing,High Net Worth,N,No,21,797 Westend Street,4207,QLD,6,329,1.0,45.0
635,Brendis,Pineaux,Male,12,1978-01-15,Mechanical Systems Engineer,Manufacturing,Mass Customer,N,No,5,43030 Carberry Way,2560,NSW,4,719,0.675,45.0
636,Tedra,Goodbanne,Female,4,1978-01-15,Senior Quality Engineer,Financial Services,Mass Customer,N,Yes,6,8 Debs Road,3934,VIC,9,158,1.1875,45.0
637,Joane,Caldes,Female,84,1978-03-17,Senior Cost Accountant,Financial Services,High Net Worth,N,Yes,13,42 3rd Plaza,2250,NSW,7,928,0.48,45.0
638,Wallace,Newart,Male,91,1977-12-06,Accountant III,IT,Mass Customer,N,No,17,29007 Dapin Street,4650,QLD,1,223,1.115625,45.0
639,Flore,Cashen,Female,79,1978-06-21,Account Representative IV,Health,High Net Worth,N,No,17,4 Vera Pass,2640,NSW,4,760,0.6375,45.0
640,Gothart,Artus,Male,52,1978-05-31,Health Coach IV,Health,Mass Customer,N,Yes,14,21824 Northridge Alley,2117,NSW,10,231,1.105,45.0
641,Patricia,Everix,Female,34,1978-02-19,Director of Sales,Health,Mass Customer,N,No,19,91164 Washington Terrace,2263,NSW,7,89,1.3125,45.0
642,Selle,Casper,Female,98,1978-03-27,Social Worker,Health,Mass Customer,N,Yes,10,34 Jay Hill,2880,NSW,1,684,0.7,45.0
643,Dwayne,Doel,Male,80,1978-01-21,Cost Accountant,Financial Services,Affluent Customer,N,Yes,17,5642 Debs Terrace,2223,NSW,11,401,0.935,45.0
644,Rockie,MacKibbon,Male,42,1978-04-20,Unknown,Unknown,Mass Customer,N,Yes,13,8 Bunker Hill Court,2298,NSW,8,691,0.690625,45.0
645,Rodrique,Vernon,Male,70,1978-08-06,Budget/Accounting Analyst III,Manufacturing,Affluent Customer,N,No,17,5864 Mcbride Trail,3174,VIC,8,820,0.584375,45.0
646,Heinrick,Shilstone,Male,60,1978-02-11,Accountant II,Manufacturing,Affluent Customer,N,No,10,998 Gale Park,3174,VIC,8,50,1.40625,45.0
647,Adria,Van den Velde,Female,39,1978-07-10,Nuclear Power Engineer,Manufacturing,Affluent Customer,N,Yes,9,6030 Becker Plaza,2261,NSW,7,810,0.5875,45.0
648,Lacy,Drance,Female,27,1978-02-05,Graphic Designer,Manufacturing,Affluent Customer,N,Yes,14,492 Waywood Lane,2750,NSW,8,133,1.2375,45.0
649,Menard,Venmore,Male,97,1978-04-04,Assistant Professor,Retail,High Net Worth,N,No,8,5 Hoard Trail,2197,NSW,10,637,0.7375,45.0
650,Tabbatha,Averill,Female,5,1977-12-17,Quality Control Specialist,Manufacturing,Affluent Customer,N,Yes,13,663 8th Parkway,2257,NSW,8,23,1.5,45.0
651,Sherrie,Godleman,Female,37,1978-04-02,Associate Professor,Manufacturing,Mass Customer,N,No,19,67 Shelley Crossing,3350,VIC,2,282,1.04921875,45.0
652,Roch,Symson,Female,96,1978-05-13,Office Assistant I,Manufacturing,High Net Worth,N,No,18,016 Westport Park,3073,VIC,9,312,1.02,45.0
653,Giulia,Hazart,Female,57,1978-08-02,Help Desk Technician,Financial Services,Mass Customer,N,No,11,81 Donald Parkway,4218,QLD,11,371,0.96875,45.0
654,Kit,Easdon,Male,61,1978-10-26,Director of Sales,Property,Affluent Customer,N,No,12,3 Roth Junction,3156,VIC,8,433,0.90625,45.0
655,Erhard,O'Moylane,Male,33,1978-05-27,Media Manager I,Retail,Affluent Customer,N,Yes,9,01124 Dottie Lane,3630,VIC,2,334,0.99875,45.0
656,Jerrine,Cosbey,Female,21,1978-01-11,Junior Executive,Financial Services,High Net Worth,N,Yes,6,29307 Russell Avenue,3094,VIC,9,114,1.275,45.0
657,Mitchell,MacCague,Male,58,1979-04-11,Accountant II,Manufacturing,Mass Customer,N,No,15,240 Acker Avenue,3190,VIC,8,38,1.4375,44.0
658,Andy,Deeming,Male,79,1979-01-09,Payment Adjustment Coordinator,Manufacturing,Affluent Customer,N,Yes,7,63386 Talisman Hill,4556,QLD,8,832,0.575,44.0
659,Carolann,Raatz,Female,25,1979-02-26,Chief Design Engineer,Health,High Net Worth,N,No,21,817 Bunker Hill Place,3977,VIC,6,386,0.945625,44.0
660,Darwin,Bumpas,Male,24,1978-12-27,Junior Executive,Health,Affluent Customer,N,Yes,18,6812 Gina Point,3082,VIC,7,856,0.56,44.0
661,Nobe,McAughtry,Male,25,1978-12-14,Unknown,Unknown,Mass Customer,N,No,12,1 Orin Hill,4510,QLD,5,89,1.3125,44.0
662,Craggy,Happel,Male,37,1979-02-10,Marketing Manager,Manufacturing,High Net Worth,N,Yes,8,23 Del Sol Alley,3064,VIC,6,859,0.5578125,44.0
663,Daryl,Pauncefort,Female,12,1979-06-18,Community Outreach Specialist,Financial Services,Mass Customer,N,Yes,12,0 Dexter Parkway,2380,NSW,3,133,1.2375,44.0
664,Emilie,Brody,Female,3,1979-05-22,Director of Sales,Property,Mass Customer,N,Yes,3,5388 Burrows Alley,2073,NSW,11,163,1.18203125,44.0
665,Fitzgerald,Hellikes,Male,25,1979-07-28,Media Manager IV,Health,Mass Customer,N,Yes,10,315 Center Park,3040,VIC,7,478,0.88,44.0
666,Laurie,Unknown,Male,31,1979-07-28,Assistant Media Planner,Entertainment,Mass Customer,N,Yes,15,94 Barby Lane,2210,NSW,10,475,0.881875,44.0
667,Lucine,Stutt,Female,64,1979-01-28,Account Representative III,Manufacturing,Affluent Customer,N,Yes,5,207 Annamark Plaza,4814,QLD,1,4,1.703125,44.0
668,Aloysius,Glowacz,Male,72,1979-03-24,Financial Advisor,Financial Services,Affluent Customer,N,No,18,07 Susan Lane,2232,NSW,10,396,0.9375,44.0
669,Cami,Eitter,Female,34,1979-01-03,Professor,Manufacturing,High Net Worth,N,Yes,11,1408 Hovde Circle,3081,VIC,9,551,0.818125,44.0
670,Julita,Prene,Female,14,1979-05-16,Chemical Engineer,Manufacturing,High Net Worth,N,Yes,13,5 Myrtle Junction,4128,QLD,2,913,0.499375,44.0
671,Ajay,Worham,Female,80,1979-09-30,Computer Systems Analyst I,Manufacturing,Mass Customer,N,Yes,12,5 Homewood Road,2800,NSW,6,606,0.765,44.0
672,Jethro,Mertel,Male,16,1978-12-10,Software Consultant,Argiculture,Mass Customer,N,Yes,15,3460 Dapin Street,2262,NSW,6,536,0.825,44.0
673,Kort,Disley,Male,66,1979-02-05,Technical Writer,Health,Mass Customer,N,Yes,7,76 Donald Trail,2160,NSW,9,219,1.125,44.0
674,Nichols,Devinn,Male,47,1979-09-29,Recruiter,Manufacturing,Affluent Customer,N,No,11,5280 Waxwing Point,2071,NSW,12,842,0.57,44.0
675,Lanie,Cobbold,Male,57,1978-12-31,Senior Sales Associate,Financial Services,Mass Customer,N,Yes,9,936 Porter Lane,2323,NSW,5,595,0.775625,44.0
676,Federico,Leuty,Male,59,1978-12-11,Product Engineer,Property,High Net Worth,N,Yes,11,720 Menomonie Crossing,2380,NSW,4,249,1.07578125,44.0
